Neighborhood,quarter,year,time,NeighNum,OffenseCount,qtr_numeric,level,pop_2010,pop_2020,age_under18_2010,age_under18_2020,age_1864_2010,age_1864_2020,age_over65_2010,age_over65_2020,median_age_2010,median_age_2020,area_sq_mile_2010,area_sq_mile_2020,pop_black_2010,pop_black_2020,pop_white_2010,pop_white_2020,pop_hispanic_2010,pop_hispanic_2020,rentburd_pct_2010,rentburd_pct_2020,home_owner_pct_2010,home_owner_pct_2020,turnout_2020,no_ged_2010,no_ged_2020,BA_or_higher_2010,BA_or_higher_2020,tree_canopy_pct_2020,poverty_rate_2010,poverty_rate_2020,expDate,pct_white_2020,pct_black_2020,pct_hispanic_2020
West Portland Park,2016 Q3,2016,7,93,43,2016.5,4,3909,4080,882,873,2707,2688,320,519,34.99346160888672,37.60195541381836,0.7294178605079651,0.7295553088188171,363,537,3174,3211,293,303,0.4514023959636688,0.5589097142219543,0.5050603747367859,0.5075711011886597,0.7031758427619934,0.03619595617055893,0.08466331660747528,0.4675825536251068,0.5141309499740601,0.3805250227451324,0.1049899235367775,0.08367188274860382,2024-02-09,0.7870098039215686,0.13161764705882353,0.07426470588235294
Wilkes,2016 Q3,2016,7,94,63,2016.5,4,8781,9297,1779,1684,4755,5122,2246,2491,45.89729309082031,46.26540756225586,3.082134326919913,3.082625150680542,978,1307,6072,5990,849,1246,0.4841938614845276,0.6033138632774353,0.7647069096565247,0.709385871887207,0.6552425622940063,0.1378371566534042,0.113030806183815,0.2218800634145737,0.2968727052211761,0.198000356554985,0.2074391692876816,0.148566409945488,2024-02-09,0.6442938582338389,0.14058298375820158,0.1340217274389588
Woodland Park,2016 Q3,2016,7,95,8,2016.5,4,222,254,39,46,165,171,17,37,36.96172332763672,38.01496887207031,0.04797367006540298,0.04798193275928497,11,34,159,185,23,26,0.7488300204277039,0.44921875,0.5437722206115723,0.6379066705703735,0.836709201335907,0.1555075496435165,0.1109715327620506,0.190928727388382,0.31323283910751343,0.2380200326442719,0.06879141926765442,0.05242660269141197,2024-02-09,0.7283464566929134,0.13385826771653545,0.10236220472440945
Woodlawn,2016 Q3,2016,7,96,53,2016.5,4,4934,5145,992,786,3563,3834,379,525,34.32918548583984,37.67862319946289,0.732248067855835,0.7323684096336365,1596,1100,3014,3768,567,505,0.5655041933059692,0.3388392925262451,0.6479648947715759,0.6857608556747437,0.8327972888946533,0.0691746324300766,0.02924428321421146,0.4492519497871399,0.6007648706436157,0.1828510016202927,0.160601869225502,0.1063939854502678,2024-02-09,0.7323615160349854,0.21379980563654033,0.09815354713313897
Woodstock,2016 Q3,2016,7,97,95,2016.5,4,8960,9931,1649,1975,6297,6605,1014,1351,38.45702362060547,40.18629837036133,1.319800272583961,1.320024847984314,158,242,8135,8970,413,631,0.4815509617328644,0.5115392208099365,0.7617201805114746,0.7210874557495117,0.8268102407455444,0.05377153307199478,0.02217704989016056,0.5053472518920898,0.603661835193634,0.2778191864490509,0.07381241023540497,0.08428088575601578,2024-02-09,0.9032323028899406,0.024368140167153357,0.0635384150639412
Alameda,2016 Q4,2016,8,1,37,2016.75,4,5212,5455,1306,1323,3353,3028,553,1104,43.15099716186523,45.00181579589844,0.6136364862322807,0.6137377619743347,174,159,4894,5094,174,251,0.4768131971359253,0.3745387196540833,0.8567087650299072,0.8036031126976013,0.9702323079109192,0.02335547655820847,0.01458674017339945,0.7075703144073486,0.7478000521659851,0.3063421547412872,0.0531698577105999,0.04674707353115082,2024-02-09,0.9338221814848763,0.02914757103574702,0.046012832263978
Arbor Lodge,2016 Q4,2016,8,2,136,2016.75,4,6153,6946,1029,1102,4563,5072,561,772,37.52635955810547,39.35783004760742,0.8677970170974731,0.867944061756134,412,462,5194,5969,424,602,0.3810594379901886,0.3881125450134277,0.7069328427314758,0.6629610061645508,0.8328199982643127,0.1014716625213623,0.02877682074904442,0.4558446109294891,0.5924335718154907,0.1970050483942032,0.1849692761898041,0.08852497488260269,2024-02-09,0.8593435070544199,0.06651310106536136,0.08666858623668298
Ardenwald,2016 Q4,2016,8,3,8,2016.75,4,4590,4706,973,836,3069,3117,548,753,39.79045867919922,41.55339050292969,1.062516715377569,1.06271493434906,133,128,4277,4344,263,357,0.3231951296329498,0.5366594791412354,0.6301929950714111,0.6128259301185608,0.7701616883277893,0.06643108278512955,0.05580868199467659,0.3019823729991913,0.4035738706588745,0.2956244945526123,0.1130791157484055,0.1186534538865089,2024-02-09,0.9230769230769231,0.027199320016999574,0.07586060348491287
Argay,2016 Q4,2016,8,4,121,2016.75,4,5997,6285,1394,1156,3567,3862,1036,1268,40.73328018188477,42.86140060424805,2.065234025940299,2.065565586090088,883,1077,3736,4058,1036,899,0.5385614633560181,0.5306164622306824,0.5891163349151611,0.6109195351600647,0.6167625188827515,0.1171105280518532,0.1043443456292152,0.3122736811637878,0.3561830818653107,0.12727376818656921,0.2362490594387054,0.132997989654541,2024-02-09,0.6456642800318217,0.17136038186157518,0.14303898170246618
Arlington Heights,2016 Q4,2016,8,5,24,2016.75,4,710,813,155,169,443,491,112,153,46.23028182983398,44.86846542358398,0.9174431264400482,0.9176031351089478,16,16,665,735,23,48,0.2586540877819061,0.4513888657093048,0.7422749996185303,0.8237454295158386,0.8651168346405029,0.008600468747317791,0.01907356083393097,0.7947615385055542,0.8386505246162415,0.6063554286956787,0.04205607622861862,0.05219913646578789,2024-02-09,0.9040590405904059,0.01968019680196802,0.05904059040590406
Arnold Creek,2016 Q4,2016,8,6,5,2016.75,4,2909,3108,728,665,1899,1810,283,633,45.63876724243164,46.80473709106445,1.097121357917786,1.096861004829407,37,56,2712,2854,82,165,0.5054609775543213,0.4869273900985718,0.9341927766799927,0.8977527618408203,0.9212806820869446,0.01078569423407316,0.01157217565923929,0.6865160465240479,0.758704423904419,0.6682811379432678,0.05096745491027832,0.03726279363036156,2024-02-09,0.9182754182754183,0.018018018018018018,0.05308880308880309
Ashcreek,2016 Q4,2016,8,7,22,2016.75,4,5780,4692,1203,942,4030,2985,547,765,40.66510391235352,41.43398666381836,1.217546253581531,0.9782364368438721,249,122,5175,4231,334,358,0.4616440236568451,0.350637823343277,0.7435487508773804,0.7578597068786621,0.8392839431762695,0.02101830393075943,0.02283034846186638,0.5330638289451599,0.6091029047966003,0.4767475426197052,0.08406522125005722,0.03385492786765099,2024-02-09,0.9017476555839727,0.02600170502983802,0.0763000852514919
Beaumont-Wilshire,2016 Q4,2016,8,8,35,2016.75,4,5369,6080,1156,1371,3667,3680,546,1030,42.16039657592773,43.22878265380859,0.7381726130843163,0.7382950186729431,238,188,4948,5623,159,330,0.4517833292484283,0.3537295162677765,0.8290528059005737,0.8877150416374207,0.8995109796524048,0.0472860150039196,0.02065070159733295,0.6042613983154297,0.6726440191268921,0.2643204629421234,0.0615609772503376,0.02486259676516056,2024-02-09,0.9248355263157895,0.030921052631578946,0.054276315789473686
Boise,2016 Q4,2016,8,9,78,2016.75,4,3311,4660,476,580,2617,3780,218,300,32.74554443359375,33.60304641723633,0.4278278388082981,0.4278995096683502,880,733,2280,3580,249,521,0.5222753286361694,0.3579655587673187,0.3915983438491821,0.2757418155670166,0.6698529124259949,0.08399900794029236,0.02905414812266827,0.4819492399692535,0.7179355025291443,0.2114715278148651,0.181072935461998,0.1382335722446442,2024-02-09,0.7682403433476395,0.15729613733905579,0.11180257510729613
Brentwood-Darlington,2016 Q4,2016,8,10,161,2016.75,4,13004,13536,3033,2609,8927,9430,1044,1496,34.87078857421875,37.59621047973633,1.752439856529236,1.752729654312134,692,759,9984,10293,1806,1877,0.4228071868419647,0.5409826040267944,0.7435979247093201,0.6889423727989197,0.6694748997688293,0.1443937569856644,0.1169149875640869,0.2006421387195587,0.3188092410564423,0.2230570018291473,0.1941686272621155,0.1306175887584686,2024-02-09,0.7604166666666666,0.056072695035460994,0.13866725768321514
Bridgeton,2016 Q4,2016,8,11,25,2016.75,4,673,996,37,81,505,671,130,244,53.12416839599609,49.30817413330078,0.2519262433052063,0.2709896564483643,56,165,584,774,26,82,0.4707070589065552,0.5969498753547668,0.5772843360900879,0.6594955921173096,0.6654828190803528,0.06635071337223053,0.1130260527133942,0.2843601703643799,0.4136272668838501,0.1132597029209137,0.1312797963619232,0.1355623006820679,2024-02-09,0.7771084337349398,0.16566265060240964,0.0823293172690763
Bridlemile,2016 Q4,2016,8,12,13,2016.75,4,5537,5940,1212,1249,3512,3568,813,1123,44.90874862670898,43.75110244750977,1.40311087667942,1.403362393379211,104,180,5166,5345,265,356,0.5440359711647034,0.5311756134033203,0.7104325890541077,0.6589025855064392,0.8559672236442566,0.03189898654818535,0.0418054535984993,0.6737913489341736,0.7024345993995667,0.4975659251213074,0.07761980593204498,0.09299848228693008,2024-02-09,0.8998316498316499,0.030303030303030304,0.059932659932659935
Brooklyn,2016 Q4,2016,8,13,69,2016.75,4,3484,3916,439,457,2819,3068,226,391,34.51369094848633,37.33932495117188,1.716644644737244,1.71695339679718,125,166,3193,3480,244,333,0.4120160937309265,0.283401221036911,0.3764136731624603,0.4795468747615814,0.735183596611023,0.03820650279521942,0.07998117804527283,0.5093035697937012,0.5762441754341125,0.1463573426008224,0.2183700501918793,0.1166829317808151,2024-02-09,0.8886618998978549,0.042390194075587334,0.08503575076608784
Buckman West,2016 Q4,2016,8,15,299,2016.75,4,8472,11151,632,695,7497,9756,343,700,32.91093063354492,34.72830200195313,1.15389609336853,1.15411901473999,298,517,7788,9908,489,1011,0.4561214745044708,0.421125590801239,0.1847799569368362,0.1217296272516251,0.6677505970001221,0.04714014381170273,0.03232140839099884,0.5589503049850464,0.5974075198173523,0.1723110228776932,0.1938254535198212,0.1491243988275528,2024-02-09,0.8885301766657698,0.04636355483813111,0.09066451439332796
Cathedral Park,2016 Q4,2016,8,16,70,2016.75,4,3338,4130,533,550,2461,3126,344,454,38.64756774902344,38.06766510009766,1.025654673576355,1.025826334953308,227,251,2918,3531,266,470,0.5796257853507996,0.3899368643760681,0.6052238941192627,0.5202241539955139,0.6979546546936035,0.1121889278292656,0.044354397803545,0.3698211014270782,0.4934783279895782,0.1452515870332718,0.1860601752996445,0.1244682744145393,2024-02-09,0.8549636803874092,0.06077481840193705,0.11380145278450363
Centennial,2016 Q4,2016,8,17,346,2016.75,4,24508,26449,6517,6195,15360,16576,2630,3677,35.20393753051758,36.8544921875,3.2638744115829472,3.264448881149292,1699,2527,18414,17438,3968,4925,0.6068101525306702,0.6317014694213867,0.6130062341690063,0.5843909382820129,0.5380562543869019,0.2135565131902695,0.1747395396232605,0.1496263593435287,0.1769160777330399,0.3249061107635498,0.192594438791275,0.1766013503074646,2024-02-09,0.6593065900412114,0.09554236455064463,0.18620741804983176
Collins View,2016 Q4,2016,8,18,9,2016.75,4,2972,3265,261,340,2492,2529,219,396,32.25309753417969,33.63401794433594,0.8689914345741272,0.8691507577896118,71,123,2712,2907,139,258,0.5294117331504822,0.5453703999519348,0.8486005067825317,0.8730304837226868,0.4705645143985748,0.002669341629371047,0.01326671242713928,0.7532988786697388,0.7576037645339966,0.6269404292106628,0.07699999958276749,0.07073727250099182,2024-02-09,0.8903522205206739,0.03767228177641654,0.07901990811638591
Concordia,2016 Q4,2016,8,19,83,2016.75,4,9553,10238,1549,1655,7233,7404,771,1179,36.46434020996094,38.95362091064453,1.326473355293274,1.326692700386047,1782,1378,7326,8301,632,854,0.5469450950622559,0.4559268355369568,0.7640246152877808,0.7647598385810852,0.7818934917449951,0.04107584804296494,0.04035969823598862,0.5606860518455505,0.6067854166030884,0.2173185497522354,0.08582554012537003,0.07832696288824081,2024-02-09,0.8108028911896855,0.134596600898613,0.08341472943934362
Creston-Kenilworth,2016 Q4,2016,8,20,124,2016.75,4,8227,9046,1380,1346,6258,6930,589,770,33.51561737060547,35.45531845092773,0.8025124669075012,0.8026708364486694,561,500,6710,7543,658,860,0.4318605959415436,0.5312705636024475,0.3353531360626221,0.455915093421936,0.6964935064315796,0.1196741610765457,0.09845108538866043,0.3630146682262421,0.4509375095367432,0.2310052514076233,0.22674539685249329,0.1590438783168793,2024-02-09,0.8338492151227062,0.05527304886137519,0.09506964404156533
Crestwood,2016 Q4,2016,8,21,5,2016.75,4,1120,2575,229,513,785,1620,106,442,39.67882537841797,40.90893173217773,0.3466140917735174,0.6268361210823059,30,198,1034,2226,61,218,0.4084597229957581,0.1905668377876282,0.8133355975151062,0.8241707682609558,0.7725509405136108,0.01669301837682724,0.02312918193638325,0.5700337290763855,0.6115508675575256,0.3761463761329651,0.07979973405599594,0.02837128937244415,2024-02-09,0.8644660194174757,0.07689320388349515,0.08466019417475729
Cully,2016 Q4,2016,8,22,163,2016.75,4,13240,13339,3276,2789,8845,9016,1119,1535,34.47482681274414,37.94301223754883,3.137754678726196,3.138288736343384,2435,1821,8287,8768,2819,3133,0.5899143218994141,0.4825672507286072,0.5808107256889343,0.5893012285232544,0.6673105359077454,0.1768630146980286,0.1062046214938164,0.2970251441001892,0.4392729103565216,0.1943154484033585,0.2517757713794708,0.1450260430574417,2024-02-09,0.6573206387285404,0.13651698028337955,0.23487517804932903
Downtown,2016 Q4,2016,8,23,839,2016.75,4,12791,14127,276,627,10887,10945,1628,2555,38.62081146240234,40.29164123535156,0.9426776766777039,0.9428420066833496,704,1032,10436,11057,747,1356,0.5598059296607971,0.5250340104103088,0.169276162981987,0.175114780664444,0.4397037029266357,0.0697544664144516,0.073936566710472107,0.4880637526512146,0.498571902513504,0.1352348476648331,0.3436452746391296,0.2944312691688538,2024-02-09,0.782685637431868,0.07305160331280526,0.09598640900403482
East Columbia,2016 Q4,2016,8,24,109,2016.75,4,1772,2205,362,384,1221,1474,189,346,40.60736846923828,40.6923713684082,2.243869543075562,2.279975891113281,290,316,1105,1383,256,571,0.4707070589065552,0.5969498753547668,0.5772843956947327,0.6594955325126648,0.5622867941856384,0.1043844670057297,0.1130260527133942,0.2452391684055328,0.4136272668838501,0.1508329808712006,0.1319750249385834,0.1355623155832291,2024-02-09,0.6272108843537415,0.14331065759637188,0.2589569160997732
Eastmoreland,2016 Q4,2016,8,25,32,2016.75,4,4812,5252,1053,1041,3211,3329,548,882,40.01401138305664,40.66326904296875,1.110696483403444,1.110898852348328,66,98,4536,4775,192,290,0.3809402883052826,0.2159633189439774,0.8541392683982849,0.8826362490653992,0.784782886505127,0.01985876448452473,0.02061277441680431,0.634449303150177,0.7004756331443787,0.3795366883277893,0.03783412277698517,0.04319248721003532,2024-02-09,0.9091774562071592,0.018659558263518658,0.05521706016755522
Eliot,2016 Q4,2016,8,26,215,2016.75,4,3569,5514,472,617,2913,4450,184,447,33.45145416259766,35.28320693969727,0.874338123947382,0.8744866251945496,811,944,2611,4133,243,526,0.5371688008308411,0.4315773546695709,0.3181633055210114,0.24833658337593079,0.5919704437255859,0.06947188079357147,0.0205636452883482,0.4857831597328186,0.6645858883857727,0.1540664732456207,0.2601921260356903,0.1772753447294235,2024-02-09,0.7495466086325716,0.17120058034095031,0.09539354370692782
Far Southwest,2016 Q4,2016,8,27,5,2016.75,4,1318,1461,211,282,922,862,185,318,43.31770324707031,42.58164596557617,0.5955743789672852,0.5956889986991882,31,51,1202,1298,81,114,0.5827855467796326,0.5232282280921936,0.6425735354423523,0.6656610369682312,0.8343057036399841,0.02116397954523563,0.03585893288254738,0.5639299750328064,0.5836877226829529,0.4408612549304962,0.06540925055742264,0.09689300507307053,2024-02-09,0.8884325804243669,0.03490759753593429,0.07802874743326489
Forest Park,2016 Q4,2016,8,28,16,2016.75,4,2975,3027,676,641,1925,1826,374,559,46.56650924682617,45.91978454589844,18.32240461790934,18.07473182678223,30,58,2699,2627,109,165,0.22115658223629,0.694604754447937,0.8790913820266724,0.8510510325431824,0.8894553184509277,0.01018713880330324,0.004716455470770597,0.7122198939323425,0.7953432202339172,0.5047869682312012,0.03131801635026932,0.030152203515172,2024-02-09,0.8678559629996696,0.0191608853650479,0.05450941526263627
Foster-Powell,2016 Q4,2016,8,29,127,2016.75,4,7335,7827,1389,1432,5200,5457,746,938,36.61930465698242,39.35892486572266,0.8898146152496338,0.8899103403091431,365,382,5590,6130,651,779,0.6462522745132446,0.4144819974899292,0.5401585698127747,0.6748406887054443,0.7127443552017212,0.1295246630907059,0.08141850680112839,0.3434279263019562,0.4416256844997406,0.1925186067819595,0.1963947713375092,0.1799185872077942,2024-02-09,0.7831864060304076,0.048805417145777436,0.09952727737319535
Glenfair,2016 Q4,2016,8,30,66,2016.75,4,3417,3663,1030,890,2158,2446,229,327,29.52364730834961,33.47084426879883,0.3172895908355713,0.3173401653766632,440,681,2096,2053,1178,1002,0.5432016253471375,0.7442882657051086,0.3046110868453979,0.4674777686595917,0.3714388608932495,0.2933500409126282,0.1318435817956924,0.1764115393161774,0.2089385539293289,0.2463598847389221,0.3233961164951324,0.2299682348966599,2024-02-09,0.5604695604695604,0.18591318591318592,0.27354627354627353
Goose Hollow,2016 Q4,2016,8,31,136,2016.75,4,6515,7333,262,439,5597,5972,656,922,32.80488204956055,34.68953323364258,0.4340287018567324,0.4341044425964355,192,354,5776,6115,373,683,0.5423957705497742,0.5258664488792419,0.2797148525714874,0.2845929563045502,0.6058278679847717,0.05165478959679604,0.03421563655138016,0.613196074962616,0.7129914164543152,0.3004529178142548,0.2649618089199066,0.2259619981050491,2024-02-09,0.8339015409791354,0.04827492158734488,0.09314059729987727
Grant Park,2016 Q4,2016,8,32,53,2016.75,4,3937,4139,1001,1029,2584,2373,352,737,41.64132690429688,42.98507308959961,0.4986671283841133,0.5138497948646545,91,108,3738,3858,147,220,0.3628372550010681,0.3479955792427063,0.8332799077033997,0.777003824710846,0.9366474151611328,0.03140254318714142,0.02482890337705612,0.6542221307754517,0.7520892024040222,0.3018359243869781,0.07615458220243454,0.04633186757564545,2024-02-09,0.9321092051220101,0.02609325924136265,0.05315293549166465
Hayden Island,2016 Q4,2016,8,33,157,2016.75,4,2232,3000,184,325,1561,1857,487,818,53.51160430908203,51.55391693115234,3.219175100326538,2.983082056045532,71,125,2020,2447,157,562,0.7822580933570862,0.3326588571071625,0.7915966510772705,0.7730627655982971,0.5853162407875061,0.04944444447755814,0.08256412297487259,0.2644444406032562,0.333560585975647,0.2696448564529419,0.1593487858772278,0.06653523445129395,2024-02-09,0.8156666666666667,0.041666666666666664,0.18733333333333332
Hayhurst,2016 Q4,2016,8,34,21,2016.75,4,5338,5649,1039,1170,3419,3427,880,1052,42.67345809936523,41.9542236328125,1.144018530845642,1.142244100570679,130,211,4957,5119,218,363,0.5030458569526672,0.5306406021118164,0.5975531935691833,0.6116874814033508,0.8276379704475403,0.0643172413110733,0.02467561513185501,0.5479882955551147,0.6721339821815491,0.3907835483551025,0.08324416726827621,0.0753772035241127,2024-02-09,0.9061780846167463,0.03735174367144627,0.064259160913436
Hazelwood,2016 Q4,2016,8,35,748,2016.75,4,23365,26653,5313,5186,14584,17199,3468,4268,37.7659797668457,39.38172912597656,4.091025747358799,4.091775894165039,2157,3506,16990,17747,3528,4026,0.5975512862205505,0.6087834239006042,0.4822006523609161,0.4685787558555603,0.5264824628829956,0.2010002881288528,0.1231433898210526,0.1892161965370178,0.2771846652030945,0.1986183822154999,0.1948689967393875,0.1677799373865128,2024-02-09,0.6658537500468991,0.13154241548793758,0.15105241436236072
Healy Heights,2016 Q4,2016,8,36,3,2016.75,4,212,227,57,59,119,114,36,54,46.95313262939453,46.51202774047852,0.05884924158453941,0.05885978788137436,6,1,202,202,6,9,0.4713940322399139,0.4043859541416168,0.5092921853065491,0.5124037265777588,0.9667022228240967,0.01362818200141191,0.01131034456193447,0.7629210352897644,0.7401379346847534,0.5893962383270264,0.1476628184318542,0.0673241838812828,2024-02-09,0.8898678414096917,0.004405286343612335,0.039647577092511016
Hillsdale,2016 Q4,2016,8,37,54,2016.75,4,7638,8355,1447,1610,5149,5289,1042,1457,42.16059875488281,42.72953796386719,1.872426629066467,1.872766733169556,150,327,7127,7592,320,526,0.3967782557010651,0.4324598014354706,0.6448043584823608,0.6488656997680664,0.8381949067115784,0.0278183538466692,0.01956573873758316,0.6715611815452576,0.7436351776123047,0.5514228940010071,0.1021865978837013,0.07776488363742828,2024-02-09,0.9086774386594854,0.03913824057450628,0.06295631358467983
Hillside,2016 Q4,2016,8,38,15,2016.75,4,2203,2405,364,377,1423,1362,417,667,49.36833190917969,49.83743667602539,0.695236437022686,0.7051200270652771,20,45,2074,2210,41,136,0.2644356191158295,0.4846367537975311,0.7327443957328796,0.7715163826942444,0.846357524394989,0.008597750216722488,0.02039510942995548,0.7903532385826111,0.828579843044281,0.8282911777496338,0.0440518893301487,0.05316212400794029,2024-02-09,0.918918918918919,0.018711018711018712,0.05654885654885655
Hollywood,2016 Q4,2016,8,39,94,2016.75,4,1578,2248,190,225,1174,1649,214,374,42.63466262817383,42.32064056396484,0.2216382399201393,0.2216736227273941,88,130,1403,1931,75,190,0.3958404362201691,0.3450748026371002,0.4402399659156799,0.4004724621772766,0.6747404932975769,0.05012090876698494,0.04088522121310234,0.6025663018226624,0.7183535695075989,0.1667777448892593,0.1508810520172119,0.09084618836641312,2024-02-09,0.8589857651245552,0.05782918149466192,0.08451957295373666
Homestead,2016 Q4,2016,8,40,41,2016.75,4,1844,2029,162,193,1497,1477,185,359,36.40175628662109,38.42417526245117,0.8120959997177124,0.8122410774230957,35,64,1480,1723,73,148,0.4625053703784943,0.4292944669723511,0.5300357937812805,0.5336247086524963,0.6170316934585571,0.009288939647376537,0.0081212492659688,0.7613100409507751,0.7751418352127075,0.4452923536300659,0.1652537733316422,0.06398992985486984,2024-02-09,0.84918679152291765,0.031542631838344014,0.07294233612617053
Hosford-Abernethy,2016 Q4,2016,8,41,208,2016.75,4,7312,7713,1024,1089,5762,5661,526,963,36.86441040039063,39.14288711547852,1.300564885139465,1.294402599334717,120,197,6722,6979,275,497,0.4810866117477417,0.3738162219524384,0.5024315118789673,0.5560221672058105,0.7993659377098083,0.02633356116712093,0.02604722790420055,0.6129385828971863,0.6357313394546509,0.1795643866062164,0.1413323134183884,0.08215714246034622,2024-02-09,0.9048359911837158,0.02554129391935693,0.06443666537015429
Humboldt,2016 Q4,2016,8,42,83,2016.75,4,5110,5513,997,875,3778,4158,335,480,32.93853378295898,36.03562545776367,0.5497918725013733,0.549881637096405,1450,1172,3219,3944,596,568,0.5056453943252563,0.3953079879283905,0.5333823561668396,0.5134546160697937,0.6862871646881104,0.0764678493142128,0.02472015470266342,0.414628654718399,0.6512219309806824,0.2081679552793503,0.2557266652584076,0.1127342060208321,2024-02-09,0.7153999637221113,0.21258842735352804,0.10302920370034464
Irvington,2016 Q4,2016,8,43,89,2016.75,4,8501,8852,1680,1510,5946,5749,875,1593,40.51592636108398,41.95815658569336,0.8619025871157646,0.8620477914810181,679,588,7491,7854,391,600,0.4229882061481476,0.4097268581390381,0.6168595552444458,0.5787540078163147,0.8435031175613403,0.02759380638599396,0.0179202388972044,0.6511216759681702,0.7311909198760986,0.3662683069705963,0.07087135314941406,0.04952909052371979,2024-02-09,0.8872571170356981,0.06642566651604158,0.06778129236330772
Kenton,2016 Q4,2016,8,44,140,2016.75,4,7272,8088,1481,1376,5203,5945,588,767,35.19524383544922,37.5327262878418,3.434577703475952,3.446050643920898,1159,916,5322,6379,878,937,0.6353914737701416,0.5114327073097229,0.6760960221290588,0.6856920719146729,0.7492550611495972,0.1410492658615112,0.04980863258242607,0.357365757226944,0.5026248097419739,0.1563581228256226,0.1316844969987869,0.09111465513706207,2024-02-09,0.7886993076162215,0.1132542037586548,0.11585064292779426
Kerns,2016 Q4,2016,8,45,232,2016.75,4,5340,6958,419,490,4600,5898,321,570,34.62934494018555,35.76543426513672,0.8264292478561401,0.826576292514801,186,323,4896,6067,349,658,0.4565751850605011,0.4479618668556213,0.2460853457450867,0.1745209395885468,0.7184600830078125,0.02839593775570393,0.0363980233669281,0.5341364741325378,0.6762343645095825,0.1803668737411499,0.2261582911014557,0.1182096973061562,2024-02-09,0.8719459614831848,0.046421385455590686,0.09456740442655935
King,2016 Q4,2016,8,46,79,2016.75,4,6103,6775,1124,1180,4571,4992,409,602,33.32051086425781,36.15532302856445,0.6323684453964233,0.6324724555015564,1780,1361,3964,4929,658,738,0.5843939781188965,0.43110391497612,0.4801068603992462,0.4803720712661743,0.7260341048240662,0.08206942677497864,0.02844170853495598,0.4512963593006134,0.563357412815094,0.2127789855003357,0.2274645864963531,0.1317787915468216,2024-02-09,0.7275276752767528,0.20088560885608855,0.108929889298893
Laurelhurst,2016 Q4,2016,8,47,61,2016.75,4,4633,4878,1111,1138,2983,2841,539,899,43.18212890625,43.64046859741211,0.6677953004837036,0.667917788028717,75,119,4370,4490,156,269,0.3609022796154022,0.4440623819828033,0.8637992739677429,0.78662109375,0.9377005100250244,0.04011411592364311,0.01782798208296299,0.71418297290802,0.7390751242637634,0.3775681555271149,0.03213464468717575,0.03054501675069332,2024-02-09,0.9204592045920459,0.024395243952439524,0.05514555145551456
Lents,2016 Q4,2016,8,48,457,2016.75,4,20454,22236,5061,4584,13213,14794,2180,2858,35.46827697753906,37.76908493041992,3.689478605985641,3.690140724182129,1278,1787,14308,14390,3198,3695,0.5246796011924744,0.4425888359546661,0.5442822575569153,0.5661652088165283,0.5496261119842529,0.2162164002656937,0.1423054039478302,0.1481728553771973,0.2774192988872528,0.230579286813736,0.2169755399227142,0.1436474919319153,2024-02-09,0.6471487677639863,0.08036517359237273,0.16617197337650658
Linnton,2016 Q4,2016,8,49,26,2016.75,4,669,784,113,132,488,519,67,133,43.2985954284668,43.1900520324707,8.224177837371826,9.485746383666992,4,16,635,715,22,68,0.8385783433914185,0.647689700126648,0.7924773693084717,0.8159343004226685,0.7707275748252869,0.003528471337631345,0.02539128251373768,0.4585348069667816,0.6222579479217529,0.3621876537799835,0.1038955301046371,0.08564078062772751,2024-02-09,0.9119897959183674,0.02040816326530612,0.08673469387755102
Lloyd,2016 Q4,2016,8,50,344,2016.75,4,1002,2665,30,76,666,2294,306,295,47.94051742553711,38.74052429199219,0.5568257495760918,0.5569182634353638,85,324,859,2000,39,281,0.5597800612449646,0.5229079127311707,0.1980445683002472,0.0989740639925003,0.4461182057857513,0.03363313525915146,0.03288783505558968,0.5428025126457214,0.5525935292243958,0.07920735329389572,0.1959633529186249,0.207781046628952,2024-02-09,0.7504690431519699,0.12157598499061914,0.10544090056285178
Madison South,2016 Q4,2016,8,51,130,2016.75,4,7117,7208,1421,1289,4791,4692,905,1226,37.53083801269531,40.78790283203125,1.757166020572186,1.757460236549377,826,869,5145,5248,596,722,0.6671191453933716,0.5583364963531494,0.6479302644729614,0.5700899958610535,0.6937370300292969,0.1148295104503632,0.07520117610692978,0.3379457592964172,0.3901003301143646,0.2931194007396698,0.2123537063598633,0.09944825619459152,2024-02-09,0.7280799112097669,0.12056048834628191,0.10016648168701443
Maplewood,2016 Q4,2016,8,52,10,2016.75,4,2559,2821,527,590,1579,1556,453,675,47.18737411499023,45.81896209716797,0.6193448901176453,0.6191527247428894,51,49,2425,2635,100,147,0.6744523644447327,0.6625628471374512,0.7356846332550049,0.7899839282035828,0.8561631441116333,0.03726843371987343,0.004046749789267778,0.6296818852424622,0.6994117498397827,0.4728183448314667,0.06682915985584259,0.01989911682903767,2024-02-09,0.9340659340659341,0.017369727047146403,0.052109181141439205
Markham,2016 Q4,2016,8,53,9,2016.75,4,2425,2617,488,546,1666,1670,271,401,40.66880798339844,41.69706344604492,0.5191608667373657,0.519254744052887,68,79,2238,2410,89,163,0.413350373506546,0.3989613652229309,0.8997318744659424,0.8640691637992859,0.9205467700958252,0.009593692608177662,0.007570629473775625,0.6506438255310059,0.7485281229019165,0.4420226216316223,0.06457975506782532,0.05745068565011024,2024-02-09,0.9209017959495606,0.030187237294612153,0.06228505922812381
